,h2_input,xm,time_arduino,time_python,,volt,,law,,e,,h1,h2,xm,xm_dot,theta1,theta2,theta3,filter1,filter1_dot,filter2,filter2_dot,filter3,filter3_dot,ola (x1000)
2463,20.2,20,464185,464.9054999,,0,,0.96,,0.27,state: ,2.14,20.27,5,0,199761.09,59711.39,153067.75,5,0,-12.44,0.11,4.68,0.54,
2464,20.27,20,464360,465.0780368,,0,,0.96,,0.31,state: ,1.99,20.31,5,0,199759.76,59708.08,153068.98,5,0,-12.43,-0.1,4.74,0.56,
2465,20.31,20,464536,465.25646,,0,,0.96,,0.4,state: ,1.85,20.4,5,0,199758.21,59704.24,153070.45,5,0,-12.44,-0.29,4.79,0.56,
2466,20.4,20,464712,465.4308252,,0,,0.96,,0.46,state: ,1.71,20.46,5,0,199756.2,59699.24,153072.37,5,0,-12.47,-0.46,4.85,0.58,
2467,20.46,20,464888,465.6060259,,0,,0.96,,0.52,state: ,1.56,20.52,5,0,199753.92,59693.52,153074.59,5,0,-12.52,-0.61,4.91,0.59,
2468,20.52,20,465064,465.7871778,,0,,0.95,,0.59,state: ,1.44,20.59,5,0,199751.32,59687.03,153077.15,5,0,-12.58,-0.73,4.97,0.6,
2469,20.59,20,465241,465.9629035,,0,,0.94,,0.67,state: ,1.4,20.67,5,0,199748.35,59679.56,153080.1,5,0,-12.65,-0.83,5.03,0.61,
2470,20.67,20,465418,466.1380656,,0,,0.94,,0.71,state: ,1.3,20.71,5,0,199745.03,59671.14,153083.45,5,0,-12.73,-0.88,5.09,0.62,
2471,20.71,20,465594,466.3167145,,0,,0.94,,0.78,state: ,1.17,20.78,5,0,199741.45,59662.05,153087.07,5,0,-12.82,-0.92,5.15,0.62,
2472,20.78,20,465770,466.4915085,,0,,0.94,,0.83,state: ,1.05,20.83,5,0,199737.54,59652.06,153091.09,5,0,-12.91,-0.95,5.21,0.63,
2473,20.83,20,465946,466.6676476,,0,,0.94,,0.84,state: ,0.96,20.84,5,0,199733.39,59641.32,153095.42,5,0,-13.01,-0.99,5.28,0.62,
2474,20.84,20,466122,466.8426778,,0,,0.95,,0.85,state: ,0.83,20.85,5,0,199729.18,59630.38,153099.87,5,0,-13.11,-1.01,5.34,0.6,
2475,20.85,20,466298,467.0199161,,0,,0.94,,0.94,state: ,0.75,20.94,5,0,199724.95,59619.3,153104.39,5,0,-13.21,-1.03,5.4,0.56,
2476,20.94,20,466475,467.1948073,,0,,0.96,,0.8,state: ,0.71,20.8,5,0,199720.25,59606.87,153109.46,5,0,-13.31,-1.04,5.45,0.56,
2477,20.8,20,466651,467.3724127,,0,,0.98,,0.7,state: ,0.71,20.7,5,0,199716.21,59596.16,153113.84,5,0,-13.41,-1.01,5.51,0.47,
2478,20.7,20,466827,467.5482388,,0,,0.99,,0.61,state: ,0.7,20.61,5,0,199712.71,59586.8,153117.68,5,0,-13.51,-0.96,5.56,0.36,
2479,20.61,20,467003,467.7259247,,0,,1.01,,0.5,state: ,0.71,20.5,5,0,199709.7,59578.62,153121.04,5,0,-13.61,-0.89,5.59,0.23,
2480,20.5,20,467179,467.9012823,,51,,1.03,,0.38,state: ,0.7,20.38,5,0,199707.2,59571.8,153123.85,5,0,-13.7,-0.81,5.62,0.1,
2481,20.38,20,467356,468.0805101,,51,,1.04,,0.29,state: ,0.69,20.29,5,0,199705.29,59566.56,153126,5,0,-13.78,-0.73,5.63,-0.03,
2482,20.29,20,467534,468.2591274,,51,,1.06,,0.18,state: ,0.69,20.18,5,0,199703.85,59562.62,153127.6,5,0,-13.85,-0.65,5.62,-0.16,
2483,20.18,20,467713,468.4362965,,51,,1.07,,0.08,state: ,0.71,20.08,5,0,199702.96,59560.15,153128.6,5,0,-13.92,-0.57,5.61,-0.27,
2484,20.08,20,467892,468.615449,,51,,1.09,,-0.03,state: ,0.71,19.97,5,0,199702.56,59559,153129.09,5,0,-13.97,-0.49,5.58,-0.37,
2485,19.97,20,468071,468.7932806,,51,,1.1,,-0.11,state: ,0.69,19.89,5,0,199702.68,59559.35,153128.95,5,0,-14.02,-0.42,5.54,-0.47,
2486,19.89,20,468250,468.975009,,51,,1.12,,-0.21,state: ,0.64,19.79,5,0,199703.25,59560.92,153128.32,5,0,-14.07,-0.37,5.5,-0.54,
2487,19.79,20,468429,469.1524274,,51,,1.14,,-0.33,state: ,0.53,19.67,5,0,199704.29,59563.89,153127.17,5,0,-14.1,-0.34,5.44,-0.61,
2488,19.67,20,468609,469.3363214,,51,,1.16,,-0.42,state: ,0.48,19.58,5,0,199705.93,59568.49,153125.39,5,0,-14.14,-0.35,5.38,-0.67,
2489,19.58,20,468788,469.5090115,,51,,1.18,,-0.53,state: ,0.48,19.47,5,0,199708.01,59574.4,153123.14,5,0,-14.17,-0.36,5.31,-0.72,
2490,19.47,20,468967,469.6898012,,51,,1.19,,-0.64,state: ,0.55,19.36,5,0,199710.64,59581.84,153120.34,5,0,-14.21,-0.36,5.24,-0.77,
2491,19.36,20,469146,469.8696768,,51,,1.2,,-0.73,state: ,0.65,19.27,5,0,199713.84,59590.89,153117,5,0,-14.24,-0.31,5.17,-0.81,
2492,19.27,20,469325,470.0509782,,51,,1.2,,-0.81,state: ,0.94,19.19,5,0,199717.5,59601.33,153113.21,5,0,-14.27,-0.23,5.08,-0.85,
2493,19.19,20,469506,470.2309113,,51,,1.21,,-0.93,state: ,1.06,19.07,5,0,199721.57,59612.96,153109.07,5,0,-14.3,-0.05,5,-0.87,
2494,19.07,20,469685,470.4059672,,51,,1.2,,-1.01,state: ,1.46,18.99,5,0,199726.2,59626.2,153104.46,5,0,-14.3,0.11,4.91,-0.89,
2495,18.99,20,469863,470.5894628,,51,,1.2,,-1.06,state: ,1.59,18.94,5,0,199731.25,59640.65,153099.5,5,0,-14.29,0.37,4.82,-0.9,
2496,18.94,20,470041,470.7636163,,51,,1.19,,-1.07,state: ,1.74,18.93,5,0,199736.54,59655.76,153094.4,5,0,-14.25,0.57,4.73,-0.89,
2497,18.93,20,470219,470.9431798,,51,,1.16,,-0.95,state: ,1.85,19.05,5,0,199741.87,59670.98,153089.35,5,0,-14.2,0.74,4.64,-0.86,
2498,19.05,20,470397,471.1188579,,51,,1.15,,-0.89,state: ,1.96,19.11,5,0,199746.64,59684.48,153084.93,5,0,-14.12,0.86,4.56,-0.75,
2499,19.11,20,470576,471.3008122,,51,,1.13,,-0.81,state: ,2.07,19.19,5,0,199751.07,59697.03,153080.87,5,0,-14.04,0.95,4.48,-0.63,
2500,19.19,20,470754,471.4760108,,51,,1.11,,-0.72,state: ,2.17,19.28,5,0,199755.15,59708.48,153077.21,5,0,-13.94,1.01,4.42,-0.5,
2501,19.28,20,470932,471.6549461,,51,,1.1,,-0.68,state: ,2.27,19.32,5,0,199758.78,59718.58,153074.01,5,0,-13.84,1.05,4.37,-0.36,
2502,19.32,20,471110,471.8345399,,51,,1.08,,-0.62,state: ,2.38,19.38,5,0,199762.15,59727.96,153071.06,5,0,-13.73,1.07,4.33,-0.23,
2503,19.38,20,471288,472.0113018,,51,,1.06,,-0.53,state: ,2.49,19.47,5,0,199765.25,59736.41,153068.39,5,0,-13.63,1.09,4.31,-0.12,
2504,19.47,20,471468,472.188601,,51,,1.05,,-0.48,state: ,2.58,19.52,5,0,199767.9,59743.63,153066.09,5,0,-13.52,1.1,4.3,-0.01,
2505,19.52,20,471646,472.3673921,,51,,1.03,,-0.4,state: ,2.68,19.6,5,0,199770.28,59750.07,153064.06,5,0,-13.41,1.1,4.3,0.09,
2506,19.6,20,471823,472.5461614,,51,,1.01,,-0.33,state: ,2.79,19.67,5,0,199772.28,59755.41,153062.34,5,0,-13.3,1.09,4.31,0.17,
2507,19.67,20,472000,472.7198889,,51,,1,,-0.24,state: ,2.88,19.76,5,0,199773.9,59759.76,153060.92,5,0,-13.19,1.09,4.32,0.25,
2508,19.76,20,472177,472.8960886,,0,,0.98,,-0.18,state: ,2.99,19.82,5,0,199775.12,59762.97,153059.87,5,0,-13.08,1.08,4.35,0.32,
2509,19.82,20,472353,473.0721965,,0,,0.95,,-0.11,state: ,3.22,19.89,5,0,199776.03,59765.33,153059.09,5,0,-12.97,1.08,4.38,0.38,
2510,19.89,20,472529,473.2512279,,0,,0.96,,-0.05,state: ,3.04,19.95,5,0,199776.6,59766.82,153058.59,5,0,-12.86,1.13,4.42,0.43,
2511,19.95,20,472706,473.4278765,,0,,0.97,,0.02,state: ,2.69,20.02,5,0,199776.84,59767.41,153058.39,5,0,-12.75,1.04,4.46,0.47,
2512,20.02,20,472881,473.6027613,,0,,0.97,,0.09,state: ,2.48,20.09,5,0,199776.75,59767.17,153058.46,5,0,-12.65,0.8,4.51,0.51,
2513,20.09,20,473056,473.7789781,,0,,0.97,,0.11,state: ,2.32,20.11,5,0,199776.32,59766.08,153058.85,5,0,-12.57,0.53,4.56,0.53,
2514,20.11,20,473231,473.9486501,,0,,0.97,,0.2,state: ,2.21,20.2,5,0,199775.76,59764.7,153059.35,5,0,-12.52,0.27,4.61,0.54,
2515,20.2,20,473406,474.124963,,0,,0.97,,0.26,state: ,2.05,20.26,5,0,199774.78,59762.22,153060.26,5,0,-12.49,0.05,4.67,0.56,
2516,20.26,20,473581,474.303025,,0,,0.97,,0.32,state: ,1.91,20.32,5,0,199773.5,59759.03,153061.46,5,0,-12.48,-0.15,4.72,0.57,
2517,20.32,20,473757,474.4768176,,0,,0.97,,0.38,state: ,1.76,20.38,5,0,199771.9,59755.08,153062.95,5,0,-12.5,-0.33,4.78,0.58,
2518,20.38,20,473933,474.6554129,,0,,0.96,,0.46,state: ,1.62,20.46,5,0,199770,59750.31,153064.78,5,0,-12.53,-0.5,4.84,0.59,
2519,20.46,20,474110,474.8303664,,0,,0.97,,0.49,state: ,1.49,20.49,5,0,199767.71,59744.56,153067.01,5,0,-12.58,-0.64,4.9,0.6,
2520,20.49,20,474287,475.007838,,0,,0.96,,0.56,state: ,1.36,20.56,5,0,199765.26,59738.36,153069.42,5,0,-12.65,-0.75,4.96,0.6,
2521,20.56,20,474463,475.1839485,,0,,0.95,,0.64,state: ,1.29,20.64,5,0,199762.43,59731.24,153072.21,5,0,-12.72,-0.85,5.02,0.6,
2522,20.64,20,474639,475.3583672,,0,,0.95,,0.71,state: ,1.16,20.71,5,0,199759.25,59723.12,153075.42,5,0,-12.81,-0.91,5.08,0.61,
2523,20.71,20,474815,475.5369344,,0,,0.94,,0.77,state: ,1.12,20.77,5,0,199755.7,59714.05,153079.03,5,0,-12.9,-0.96,5.14,0.62,
2524,20.77,20,474991,475.7109299,,0,,0.94,,0.81,state: ,1,20.81,5,0,199751.84,59704.08,153083,5,0,-12.99,-0.97,5.2,0.62,
2525,20.81,20,475167,475.8879278,,0,,0.95,,0.81,state: ,0.88,20.81,5,0,199747.76,59693.5,153087.23,5,0,-13.09,-0.99,5.26,0.62,
2526,20.81,20,475343,476.0632665,,0,,0.95,,0.87,state: ,0.78,20.87,5,0,199743.71,59682.87,153091.5,5,0,-13.19,-1.01,5.32,0.59,
2527,20.87,20,475520,476.2378395,,0,,0.96,,0.83,state: ,0.74,20.83,5,0,199739.35,59671.38,153096.14,5,0,-13.29,-1.01,5.38,0.57,
2528,20.83,20,475696,476.42133,,0,,0.98,,0.67,state: ,0.72,20.67,5,0,199735.21,59660.37,153100.59,5,0,-13.39,-1,5.44,0.52,
2529,20.67,20,475872,476.5951493,,0,,1,,0.59,state: ,0.71,20.59,5,0,199731.87,59651.41,153104.23,5,0,-13.49,-0.95,5.49,0.4,
2530,20.59,20,476048,476.7703679,,0,,1.01,,0.48,state: ,0.72,20.48,5,0,199728.92,59643.48,153107.46,5,0,-13.58,-0.89,5.53,0.28,
2531,20.48,20,476224,476.9474404,,51,,1.03,,0.38,state: ,0.71,20.38,5,0,199726.51,59636.96,153110.12,5,0,-13.67,-0.81,5.56,0.15,
2532,20.38,20,476401,477.1225286,,51,,1.04,,0.28,state: ,0.71,20.28,5,0,199724.6,59631.73,153112.25,5,0,-13.76,-0.74,5.58,0.02,
2533,20.28,20,476578,477.3037086,,51,,1.06,,0.17,state: ,0.71,20.17,5,0,199723.2,59627.86,153113.81,5,0,-13.83,-0.66,5.58,-0.11,
2534,20.17,20,476758,477.4816351,,51,,1.07,,0.07,state: ,0.7,20.07,5,0,199722.35,59625.52,153114.76,5,0,-13.89,-0.58,5.57,-0.23,
2535,20.07,20,476936,477.6594386,,51,,1.09,,-0.02,state: ,0.72,19.98,5,0,199722.01,59624.54,153115.15,5,0,-13.95,-0.51,5.54,-0.34,
2536,19.98,20,477115,477.8397543,,51,,1.11,,-0.14,state: ,0.72,19.86,5,0,199722.14,59624.87,153115.01,5,0,-14,-0.43,5.51,-0.43,
2537,19.86,20,477294,478.0218155,,51,,1.12,,-0.23,state: ,0.66,19.77,5,0,199722.84,59626.83,153114.25,5,0,-14.05,-0.37,5.47,-0.52,
2538,19.77,20,477473,478.1976788,,51,,1.15,,-0.34,state: ,0.57,19.66,5,0,199723.98,59630.05,153113,5,0,-14.08,-0.34,5.42,-0.59,
2539,19.66,20,477652,478.3768935,,51,,1.16,,-0.43,state: ,0.51,19.57,5,0,199725.67,59634.82,153111.17,5,0,-14.12,-0.34,5.36,-0.66,
2540,19.57,20,477832,478.5569255,,51,,1.18,,-0.55,state: ,0.51,19.45,5,0,199727.82,59640.89,153108.87,5,0,-14.15,-0.35,5.29,-0.71,
2541,19.45,20,478011,478.73859,,51,,1.2,,-0.66,state: ,0.57,19.34,5,0,199730.56,59648.61,153105.98,5,0,-14.19,-0.35,5.22,-0.76,
2542,19.34,20,478190,478.9120629,,51,,1.2,,-0.73,state: ,0.66,19.27,5,0,199733.87,59658.01,153102.53,5,0,-14.22,-0.31,5.14,-0.81,
2543,19.27,20,478370,479.0948477,,51,,1.2,,-0.84,state: ,0.94,19.16,5,0,199737.53,59668.43,153098.75,5,0,-14.25,-0.23,5.06,-0.84,
2544,19.16,20,478550,479.2731762,,51,,1.21,,-0.96,state: ,1.08,19.04,5,0,199741.76,59680.47,153094.48,5,0,-14.28,-0.06,4.98,-0.87,
2545,19.04,20,478729,479.4537339,,51,,1.2,,-1.02,state: ,1.46,18.98,5,0,199746.54,59694.15,153089.7,5,0,-14.28,0.11,4.89,-0.89,
2546,18.98,20,478907,479.6289902,,51,,1.2,,-1.07,state: ,1.62,18.93,5,0,199751.65,59708.75,153084.7,5,0,-14.27,0.36,4.8,-0.9,
2547,18.93,20,479085,479.8101814,,51,,1.19,,-1.05,state: ,1.74,18.95,5,0,199757.01,59724.04,153079.56,5,0,-14.24,0.57,4.71,-0.89,
2548,18.95,20,479263,479.986768,,51,,1.17,,-0.97,state: ,1.88,19.03,5,0,199762.25,59738.95,153074.6,5,0,-14.18,0.73,4.62,-0.84,
2549,19.03,20,479441,480.1659057,,51,,1.15,,-0.91,state: ,1.97,19.09,5,0,199767.12,59752.76,153070.1,5,0,-14.11,0.86,4.54,-0.74,
2550,19.09,20,479620,480.3442004,,51,,1.13,,-0.84,state: ,2.07,19.16,5,0,199771.68,59765.64,153065.96,5,0,-14.02,0.95,4.47,-0.63,
2551,19.16,20,479798,480.5228052,,51,,1.12,,-0.75,state: ,2.17,19.25,5,0,199775.85,59777.37,153062.21,5,0,-13.92,1,4.4,-0.5,
2552,19.25,20,479976,480.6980381,,51,,1.1,,-0.71,state: ,2.27,19.29,5,0,199779.62,59787.84,153058.92,5,0,-13.82,1.04,4.35,-0.36,
2553,19.29,20,480154,480.8818963,,51,,1.09,,-0.64,state: ,2.38,19.36,5,0,199783.15,59797.6,153055.84,5,0,-13.72,1.06,4.32,-0.24,
2554,19.36,20,480333,481.0545716,,51,,1.07,,-0.55,state: ,2.47,19.45,5,0,199786.37,59806.45,153053.06,5,0,-13.61,1.08,4.29,-0.13,
2555,19.45,20,480512,481.2344906,,51,,1.05,,-0.49,state: ,2.56,19.51,5,0,199789.12,59813.92,153050.71,5,0,-13.51,1.08,4.28,-0.01,
2556,19.51,20,480690,481.4105363,,51,,1.04,,-0.43,state: ,2.67,19.57,5,0,199791.57,59820.57,153048.6,5,0,-13.4,1.08,4.28,0.08,
2557,19.57,20,480867,481.5870841,,51,,1.02,,-0.35,state: ,2.77,19.65,5,0,199793.7,59826.27,153046.79,5,0,-13.29,1.07,4.29,0.17,
2558,19.65,20,481044,481.7668366,,51,,1,,-0.28,state: ,2.87,19.72,5,0,199795.46,59830.96,153045.28,5,0,-13.18,1.07,4.3,0.24,
2559,19.72,20,481221,481.9456012,,51,,0.99,,-0.22,state: ,2.96,19.78,5,0,199796.87,59834.64,153044.07,5,0,-13.08,1.06,4.33,0.31,
2560,19.78,20,481398,482.1215444,,0,,0.97,,-0.13,state: ,3.07,19.87,5,0,199797.98,59837.57,153043.12,5,0,-12.97,1.05,4.36,0.37,
2561,19.87,20,481574,482.296253,,0,,0.94,,-0.06,state: ,3.29,19.94,5,0,199798.62,59839.23,153042.56,5,0,-12.87,1.05,4.4,0.42,
2562,19.94,20,481751,482.473856,,0,,0.94,,0,state: ,3.13,20,5,0,199798.93,59840.03,153042.28,5,0,-12.76,1.09,4.44,0.47,
2563,20,20,481927,482.6485543,,0,,0.95,,0.07,state: ,2.8,20.07,5,0,199798.95,59840.05,153042.26,5,0,-12.65,1.01,4.49,0.51,
2564,20.07,20,482102,482.824513,,0,,0.96,,0.13,state: ,2.55,20.13,5,0,199798.59,59839.17,153042.57,5,0,-12.55,0.79,4.54,0.54,
2565,20.13,20,482277,482.9956372,,0,,0.96,,0.2,state: ,2.41,20.2,5,0,199797.92,59837.49,153043.18,5,0,-12.47,0.51,4.59,0.56,
2566,20.2,20,482452,483.1717033,,0,,0.96,,0.24,state: ,2.31,20.24,5,0,199796.95,59835.04,153044.07,5,0,-12.42,0.26,4.65,0.58,
2567,20.24,20,482627,483.3477533,,0,,0.95,,0.32,state: ,2.14,20.32,5,0,199795.76,59832.1,153045.18,5,0,-12.39,0.05,4.7,0.58,
2568,20.32,20,482803,483.5238986,,0,,0.96,,0.35,state: ,2,20.35,5,0,199794.18,59828.18,153046.65,5,0,-12.39,-0.16,4.76,0.59,
2569,20.35,20,482979,483.702636,,0,,0.96,,0.42,state: ,1.86,20.42,5,0,199792.43,59823.84,153048.32,5,0,-12.4,-0.34,4.82,0.59,
2570,20.42,20,483155,483.878639,,0,,0.95,,0.5,state: ,1.71,20.5,5,0,199790.32,59818.6,153050.37,5,0,-12.44,-0.5,4.88,0.6,
2571,20.5,20,483332,484.0525122,,0,,0.95,,0.56,state: ,1.56,20.56,5,0,199787.81,59812.33,153052.82,5,0,-12.49,-0.64,4.94,0.61,
2572,20.56,20,483508,484.2306781,,0,,0.95,,0.62,state: ,1.43,20.62,5,0,199785.03,59805.39,153055.57,5,0,-12.55,-0.76,5,0.61,
2573,20.62,20,483684,484.4045391,,0,,0.94,,0.69,state: ,1.36,20.69,5,0,199781.95,59797.63,153058.65,5,0,-12.63,-0.86,5.06,0.61,
2574,20.69,20,483860,484.5835595,,0,,0.94,,0.75,state: ,1.25,20.75,5,0,199778.51,59788.95,153062.14,5,0,-12.72,-0.92,5.12,0.62,
2575,20.75,20,484036,484.7567351,,0,,0.94,,0.8,state: ,1.15,20.8,5,0,199774.78,59779.45,153065.96,5,0,-12.81,-0.97,5.19,0.62,
2576,20.8,20,484212,484.9366596,,0,,0.94,,0.87,state: ,1.04,20.87,5,0,199770.76,59769.16,153070.12,5,0,-12.9,-1,5.25,0.62,
2577,20.87,20,484388,485.1092248,,0,,0.93,,0.9,state: ,0.97,20.9,5,0,199766.43,59757.99,153074.67,5,0,-13,-1.02,5.31,0.62,
2578,20.9,20,484564,485.2849498,,0,,0.93,,0.95,state: ,0.85,20.95,5,0,199761.95,59746.33,153079.43,5,0,-13.11,-1.02,5.37,0.61,
2579,20.95,20,484741,485.4621155,,0,,0.95,,0.9,state: ,0.77,20.9,5,0,199757.21,59733.92,153084.51,5,0,-13.21,-1.03,5.43,0.59,
2580,20.9,20,484917,485.6372473,,0,,0.96,,0.82,state: ,0.76,20.82,5,0,199752.73,59722.06,153089.4,5,0,-13.31,-1.03,5.49,0.54,
2581,20.82,20,485093,485.8158302,,0,,0.98,,0.71,state: ,0.74,20.71,5,0,199748.64,59711.19,153093.89,5,0,-13.41,-0.99,5.55,0.46,
2582,20.71,20,485269,485.9905255,,0,,0.99,,0.62,state: ,0.74,20.62,5,0,199745.09,59701.66,153097.82,5,0,-13.51,-0.93,5.59,0.34,
2583,20.62,20,485445,486.1655886,,0,,1,,0.53,state: ,0.72,20.53,5,0,199741.98,59693.28,153101.28,5,0,-13.61,-0.86,5.63,0.22,
2584,20.53,20,485622,486.3457308,,51,,1.02,,0.41,state: ,0.72,20.41,5,0,199739.31,59686.01,153104.29,5,0,-13.69,-0.78,5.65,0.09,
2585,20.41,20,485799,486.5229115,,51,,1.04,,0.3,state: ,0.72,20.3,5,0,199737.28,59680.42,153106.59,5,0,-13.77,-0.7,5.66,-0.04,
2586,20.3,20,485978,486.7027001,,51,,1.06,,0.21,state: ,0.7,20.21,5,0,199735.78,59676.29,153108.29,5,0,-13.84,-0.63,5.65,-0.17,
2587,20.21,20,486156,486.8781958,,51,,1.07,,0.1,state: ,0.73,20.1,5,0,199734.75,59673.44,153109.45,5,0,-13.9,-0.56,5.64,-0.28,
2588,20.1,20,486334,487.0609679,,51,,1.08,,0,state: ,0.74,20,5,0,199734.25,59672.03,153110.03,5,0,-13.96,-0.49,5.61,-0.38,
2589,20,20,486513,487.2397499,,51,,1.1,,-0.11,state: ,0.72,19.89,5,0,199734.26,59672.06,153110.01,5,0,-14.01,-0.41,5.57,-0.47,
2590,19.89,20,486692,487.4198663,,51,,1.12,,-0.21,state: ,0.68,19.79,5,0,199734.82,59673.64,153109.39,5,0,-14.05,-0.35,5.52,-0.56,
2591,19.79,20,486872,487.5950177,,51,,1.14,,-0.31,state: ,0.57,19.69,5,0,199735.9,59676.65,153108.21,5,0,-14.08,-0.32,5.47,-0.63,
2592,19.69,20,487051,487.7779222,,51,,1.17,,-0.44,state: ,0.51,19.56,5,0,199737.43,59681,153106.51,5,0,-14.12,-0.33,5.4,-0.69,
2593,19.56,20,487230,487.9587359,,51,,1.17,,-0.51,state: ,0.53,19.49,5,0,199739.65,59687.25,153104.12,5,0,-14.15,-0.35,5.34,-0.75,
2594,19.49,20,487410,488.1353679,,51,,1.19,,-0.62,state: ,0.58,19.38,5,0,199742.2,59694.45,153101.4,5,0,-14.19,-0.34,5.26,-0.79,
2595,19.38,20,487589,488.3157446,,51,,1.19,,-0.72,state: ,0.73,19.28,5,0,199745.31,59703.28,153098.12,5,0,-14.22,-0.3,5.18,-0.83,
2596,19.28,20,487769,488.4933021,,51,,1.19,,-0.81,state: ,1,19.19,5,0,199748.9,59713.46,153094.42,5,0,-14.25,-0.2,5.1,-0.85,
2597,19.19,20,487948,488.6734548,,51,,1.2,,-0.91,state: ,1.18,19.09,5,0,199752.95,59725.05,153090.26,5,0,-14.27,-0.02,5.01,-0.88,
2598,19.09,20,488127,488.8521836,,51,,1.19,,-0.99,state: ,1.5,19.01,5,0,199757.51,59738.09,153085.68,5,0,-14.27,0.17,4.93,-0.9,
2599,19.01,20,488305,489.0308917,,51,,1.18,,-1.02,state: ,1.69,18.98,5,0,199762.45,59752.17,153080.84,5,0,-14.25,0.41,4.84,-0.9,
2600,18.98,20,488483,489.2089639,,51,,1.16,,-0.94,state: ,1.83,19.06,5,0,199767.54,59766.71,153075.9,5,0,-14.21,0.62,4.75,-0.88,
2601,19.06,20,488662,489.3871562,,51,,1.15,,-0.86,state: ,1.95,19.14,5,0,199772.23,59780.03,153071.46,5,0,-14.15,0.79,4.66,-0.8,
2602,19.14,20,488840,489.5658586,,51,,1.13,,-0.81,state: ,2.09,19.19,5,0,199776.53,59792.19,153067.46,5,0,-14.07,0.92,4.58,-0.69,
2603,19.19,20,489018,489.7425396,,51,,1.11,,-0.74,state: ,2.2,19.26,5,0,199780.6,59803.64,153063.75,5,0,-13.98,1.01,4.51,-0.57,
2604,19.26,20,489197,489.923563,,51,,1.09,,-0.66,state: ,2.32,19.34,5,0,199784.29,59813.96,153060.42,5,0,-13.88,1.08,4.45,-0.44,
2605,19.34,20,489375,490.0984654,,51,,1.08,,-0.59,state: ,2.42,19.41,5,0,199787.6,59823.17,153057.46,5,0,-13.77,1.13,4.41,-0.31,
2606,19.41,20,489553,490.2775915,,51,,1.06,,-0.54,state: ,2.53,19.46,5,0,199790.57,59831.32,153054.85,5,0,-13.66,1.15,4.38,-0.19,
2607,19.46,20,489732,490.4538093,,51,,1.04,,-0.45,state: ,2.65,19.55,5,0,199793.28,59838.7,153052.48,5,0,-13.54,1.17,4.36,-0.08,
2608,19.55,20,489910,490.6349549,,51,,1.02,,-0.38,state: ,2.77,19.62,5,0,199795.5,59844.73,153050.54,5,0,-13.43,1.18,4.35,0.03,
2609,19.62,20,490087,490.811245,,51,,1.01,,-0.31,state: ,2.87,19.69,5,0,199797.42,59849.88,153048.89,5,0,-13.31,1.18,4.35,0.13,
2610,19.69,20,490264,490.9861507,,51,,0.99,,-0.24,state: ,2.98,19.76,5,0,199799,59854.07,153047.51,5,0,-13.19,1.18,4.37,0.21,
2611,19.76,20,490441,491.1648443,,0,,0.97,,-0.17,state: ,3.09,19.83,5,0,199800.21,59857.26,153046.46,5,0,-13.07,1.18,4.39,0.28,
2612,19.83,20,490617,491.341018,,0,,0.95,,-0.11,state: ,3.33,19.89,5,0,199801.07,59859.51,153045.71,5,0,-12.95,1.17,4.41,0.35,
2613,19.89,20,490793,491.5155191,,0,,0.95,,-0.04,state: ,3.2,19.96,5,0,199801.6,59860.9,153045.25,5,0,-12.84,1.22,4.45,0.4,
2614,19.96,20,490970,491.6905308,,0,,0.96,,0.03,state: ,2.83,20.03,5,0,199801.79,59861.41,153045.06,5,0,-12.72,1.15,4.49,0.44,
2615,20.03,20,491145,491.8678577,,0,,0.96,,0.1,state: ,2.62,20.1,5,0,199801.65,59861,153045.2,5,0,-12.6,0.91,4.53,0.48,
2616,20.1,20,491320,492.0430772,,0,,0.96,,0.15,state: ,2.46,20.15,5,0,199801.12,59859.71,153045.65,5,0,-12.51,0.63,4.58,0.52,
2617,20.15,20,491495,492.2171404,,0,,0.96,,0.22,state: ,2.35,20.22,5,0,199800.37,59857.82,153046.34,5,0,-12.45,0.37,4.63,0.54,
2618,20.22,20,491671,492.3928638,,0,,0.96,,0.26,state: ,2.19,20.26,5,0,199799.25,59855.03,153047.37,5,0,-12.41,0.14,4.69,0.56,
2619,20.26,20,491846,492.566983,,0,,0.96,,0.32,state: ,2.04,20.32,5,0,199797.93,59851.78,153048.59,5,0,-12.4,-0.08,4.74,0.57,
2620,20.32,20,492022,492.7431393,,0,,0.95,,0.42,state: ,1.91,20.42,5,0,199796.34,59847.79,153050.12,5,0,-12.4,-0.27,4.8,0.57,
2621,20.42,20,492198,492.9192688,,0,,0.95,,0.48,state: ,1.76,20.48,5,0,199794.21,59842.53,153052.15,5,0,-12.43,-0.44,4.86,0.59,
2622,20.48,20,492375,493.0953739,,0,,0.95,,0.53,state: ,1.62,20.53,5,0,199791.81,59836.55,153054.48,5,0,-12.47,-0.59,4.92,0.6,
2623,20.53,20,492551,493.2715034,,0,,0.95,,0.59,state: ,1.48,20.59,5,0,199789.17,59829.99,153057.07,5,0,-12.53,-0.71,4.98,0.61,
2624,20.59,20,492727,493.4476104,,0,,0.94,,0.69,state: ,1.4,20.69,5,0,199786.2,59822.58,153060.03,5,0,-12.6,-0.82,5.04,0.61,
2625,20.69,20,492903,493.6251779,,0,,0.94,,0.73,state: ,1.27,20.73,5,0,199782.78,59813.94,153063.46,5,0,-12.69,-0.89,5.1,0.63,
